texts,tags
โสมม,neg
หงุดหงิด,neg
หน้าด้าน,neg
หนาว,neg
หมองมัว,neg
หมิ่น,neg
หยาบ,neg
หยอก,neg
หรี่,neg
หลง,neg
ห่วย,neg
หวิว,neg
หวะ,neg
หึง,neg
หัวสูง,neg
เหงา,neg
เหม็น,neg
เหี้ย,neg
เหียก,neg
เหี้ยมโหด,neg
แหย,neg
โหดร้าย,neg
โหดเหี้ยม,neg
ไหม้,neg
อกตัญญู,neg
อกแตก,neg
อลัชชี,neg
อ้วก,neg
อ้วน,neg
อ๋อง,neg
อ่อนเพลีย,neg
อื้อฉาว,neg
เอน,neg
หลบหนี,neg
ความขมขื่น,neg
ความขมุกขมัว,neg
ความขุ่นเคือง,neg
ความข้องใจ,neg
ความฉิบหาย,neg
ความชั่วช้า,neg
ความซ้ำซ้อน,neg
ความดื้อ,neg
ความทรุดโทรม,neg
ฟุ่มเฟือย,neg
ฟุ้งเฟ้อ,neg
กระจุกกระจิก,neg
กระดาน,neg
แก่,neg
เกรียน,neg
คลุมเครือ,neg
คลุมถุงชน,neg
เกเร,neg
เกิน,neg
ช้า,neg
วิกฤติ,neg
เจ็บปวด,neg
ความลึกลับ,neg
เผด็จการ,neg
ขัดแย้ง,neg
องควิการ,neg
รังเกียจ,neg
อกหัก,neg
ไร้สาระ,neg
คงขาด,neg
คบชู้,neg
ครหา,neg
คบชู้สู่ชาย,neg
กำกวม,neg
มืด,neg
ฮือ,neg
ลึกลับ,neg
กลุ้มใจ,neg
น่ากลัว,neg
เกียจคร้าน,neg
ขวางโลก,neg
เศร้าใจ,neg
ไม่มีทางรักษา,neg
สิ้นหวัง,neg
ไร้ผล,neg
อัมพาต,neg
เศร้าซึม,neg
สลดใจ,neg
ท้อแท้,neg
น่าเบื่อ,neg
กระสับกระส่าย,neg
ขัดสมาธิ,neg
ขุ่น,neg
คมคาย,neg
กระเซอะกระเซิง,neg
เคร่งขรึม,neg
คระหาย,neg
กระหาย,neg
คระเมิม,neg
เครียด,neg
คบไม่ได้,neg
งอ,neg
งอแง,neg
โง่,neg
จังไร,neg
ไม่สน,neg
จัญไร,neg
เจือ,neg
เจือจาง,neg
ต่ำ,neg
ต่ำต้อย,neg
ฉูดฉาด,neg
ชั่ว,neg
ชู้สาว,neg
ซวย,neg
ซ้ำ,neg
ซ้ำซ้อน,neg
ซ้ำร้าย,neg
เซ่อ,neg
ดุดัน,neg
ดุร้าย,neg
ตกม้าตาย,neg
ทราม,neg
ทะลุ,neg
ทุเรศ,neg
เทียม,neg
นักเลง,neg
ลบ,neg
เบื่อ,neg
ปรัมปรา,neg
เท็จ,neg
ตอแหล,neg
ตาขาว,neg
ฉุนเฉียว,neg
เฉโก,neg
เฉื่อย,neg
ชะงัด,neg
ชู้สาว,neg
ซวย,neg
ซ้ำซ้อน,neg
ซ้ำร้าย,neg
ซุกซน,neg
เซ,neg
เซ่อ,neg
เซา,neg
ดื้อ,neg
ดุร้าย,neg
เดียรดาษ,neg
ตกม้าตาย,neg
ตรงข้าม,neg
ตระหนี่ถี่เหนียว,neg
ตอแหล,neg
ตาขาว,neg
ต่ำ,neg
ต่ำต้อย,neg
ติดเชื้อ,neg
เตี้ย,neg
ถวัล,neg
ทรหด,neg
ทราม,neg
ทะลุ,neg
ทื่อ,neg
ทุเรศ,neg
เท็จ,neg
เทียม,neg
น้อย,neg
นักเลง,neg
น่าย,neg
บิ่น,neg
บุ๋ม,neg
เบี่ยง,neg
เบื่อ,neg
ป้อ,neg
ปากเสีย,neg
ปากหมา,neg
ปาราชิก,neg
เป็นลม,neg
เปล่าเปลี่ยว,neg
เปื่อย,neg
แปร่ง,neg
ผรุส,neg
ผิด,neg
ผิดหวัง,neg
เผ็ดร้อน,neg
เผล,neg
แผลง,neg
พด,neg
พล่าน,neg
พิการ,neg
พี,neg
ฟก,neg
เพี้ยน,neg
แพง,neg
ฟก,neg
ฟาง,neg
แฟบ,neg
มัวหมอง,neg
โมเม,neg
ยับ,neg
ยืด,neg
ยุ่งเหยิง,neg
โย้,neg
รกเรื้อ,neg
